Date,Close,Open,High,Low,Volume,log_return
01/31/2012,56.67022253930876,56.85683887269324,57.0411261450635,56.401570564112866,1000000.0,0.012996243469071463
02/01/2012,56.60473854884868,56.556048380373085,57.032365997792105,56.216988624649666,1000000.0,-0.0011561954579523894
02/02/2012,56.33463335921546,56.42519969290316,56.65088789003954,56.20678652857084,1000000.0,-0.004783198277933238
02/03/2012,56.81869829375039,56.95697064620793,57.00653678379929,56.56319222084774,1000000.0,0.008555963495516192
02/07/2012,56.95219676475279,57.0472111450762,57.11417695297249,56.77842300953184,1000000.0,0.0023467958514950754
02/08/2012,56.70389961591094,56.64237540515074,56.96598746919596,56.24810874129451,1000000.0,-0.004369278054768214
02/09/2012,56.841288848873894,56.69818962643196,57.43251857454374,56.72294634877963,1000000.0,0.0024199933413420337
02/10/2012,56.695755614950265,56.640995458648405,56.92117085582491,56.33845062900896,1000000.0,-0.002563626952186754
02/13/2012,56.170353965855526,56.09935202948511,56.46445538273702,55.69946796307932,1000000.0,-0.009310242839398361
02/14/2012,56.215297232370226,56.16211247113632,56.23106161123647,55.95618443387838,1000000.0,0.00079980439551361
02/15/2012,55.727279881822426,55.71598650593335,56.051328686916456,55.46580989926335,1000000.0,-0.008719121085821001
02/16/2012,55.355665549179406,55.27850743089946,55.52723242752492,54.93400192924418,1000000.0,-0.00669077899444601
02/17/2012,55.60686988776393,55.87587095313401,55.80346968897333,55.48873238876379,1000000.0,0.004527740227725928
02/20/2012,55.68714674738139,55.67477436073931,55.88692399710797,55.66728929820733,1000000.0,0.0014426089733608847
02/21/2012,55.71004410122036,55.826469740742915,55.979005232115284,55.36382004808489,1000000.0,0.000411093924128754
02/22/2012,55.14984957057295,55.021581766690865,55.17938982013233,54.826602097572994,1000000.0,-0.010106437599348457
02/23/2012,55.456897227556865,55.47321878083266,55.64128212494707,55.29890514399407,1000000.0,0.005552074436944735
02/24/2012,55.51171374901769,55.50827778618368,55.93993725653268,55.42888252836363,1000000.0,0.0009879645322611065
02/27/2012,54.860693951866416,55.02583252680441,54.91070350686122,54.721246659924624,1000000.0,-0.011796922088671679
02/28/2012,54.32619013874191,54.21570904231099,54.35510129209462,54.30941125822471,1000000.0,-0.009790701278226165
02/29/2012,54.523904003920386,54.455495247502846,54.86968331979917,54.507220850352304,1000000.0,0.003632777429779755
03/01/2012,54.89439147716479,54.83324484699363,55.15151836505765,54.4984442225446,1000000.0,0.00677197332461361
03/02/2012,55.7424622344175,55.833102025682976,56.082475422974355,55.30686560066767,1000000.0,0.015331010230440737
03/05/2012,55.53336095924768,55.619286600770494,55.73338032413762,55.49402690245171,1000000.0,-0.003758256111510619
03/06/2012,56.255252210198826,56.230094922791,56.34880828341413,56.18841073127035,1000000.0,0.012915470821380823
03/07/2012,56.97408898892807,57.05322581738435,57.32417907124716,56.95082782871499,1000000.0,0.012697175989182703
03/08/2012,57.412601878826734,57.36266520577454,57.45562464299054,56.94994287384841,1000000.0,0.0076672388158381954
03/09/2012,56.9767981640346,57.223041926470515,57.146815157017244,56.8809530540306,1000000.0,-0.007619688942822945
03/12/2012,57.546406929162,57.60251980404014,57.96575851570438,57.08612078456298,1000000.0,0.009947564107142051
03/13/2012,57.99800296529246,57.78958673966105,58.1970197896845,57.780575448175455,1000000.0,0.0078168790000744
03/14/2012,57.623283341922,57.57263410913928,57.980658172446475,57.014048656587015,1000000.0,-0.00648186760954573
03/15/2012,56.695595154576985,56.67668222241979,56.98814382782309,56.36332316098444,1000000.0,-0.016230189863408104
03/16/2012,57.003560065914634,56.777230105773455,57.09659489970817,56.88912594620957,1000000.0,0.005417202333127889
03/19/2012,57.29193199259377,57.55959458432622,57.414923652034034,57.13127301560044,1000000.0,0.005046087704534778
03/20/2012,57.31812365558084,57.411587862171224,57.65084180501215,57.05526082138955,1000000.0,0.0004570569884973079
03/21/2012,57.76306595978036,57.80941194454224,57.805010219024574,57.68646383023444,1000000.0,0.007732706322996962
03/22/2012,58.00662712468161,57.9070470048517,58.03053918473312,57.5885736210302,1000000.0,0.004207690592575852
03/23/2012,58.01542380516557,57.913820655124816,58.21474748549743,57.83716290490126,1000000.0,0.00015163807966365276
