Date,Close,Open,High,Low,Volume,log_return
01/31/2012,87.06818721956839,87.58905279299553,87.26450971513714,86.75491610065683,1000000.0,0.0070318512590336986
02/01/2012,86.74863632571872,86.78106229942887,87.18529862985392,86.7181773091052,1000000.0,-0.003676873703513485
02/02/2012,87.02142193903465,87.30519413923794,87.70504149742034,86.89649855220799,1000000.0,0.0031396184143019853
02/03/2012,87.6067714926004,87.39546492053552,88.08051127972284,87.41613410805134,1000000.0,0.006703977569224081
02/07/2012,87.25408628296088,87.11842234649065,87.27046467834244,86.93059252157813,1000000.0,-0.00403390092417021
02/08/2012,86.86709412825064,86.78601742401591,87.34130391404625,86.71778847856322,1000000.0,-0.0044450972708474775
02/09/2012,87.06880360631212,86.80393922135907,87.09937362064282,87.01592625858909,1000000.0,0.0023193552465222683
02/10/2012,87.24326679822694,87.40883995261808,88.34352562470033,87.02539802985905,1000000.0,0.0020017345874586315
02/13/2012,86.98520625762637,86.68121676127103,87.05130082810234,86.69420368253114,1000000.0,-0.0029623255578047013
02/14/2012,87.40917190939672,87.24620772401087,87.87250337587132,86.59230413274618,1000000.0,0.004862157730757941
02/15/2012,86.14591414524945,86.18667068817619,86.53087698438766,85.82101563439197,1000000.0,-0.014557684278437228
02/16/2012,85.97302550819552,85.77776010843276,86.13979811903636,85.25724621032808,1000000.0,-0.0020089444607106575
02/17/2012,86.36425918501283,86.55534762429406,86.44031738277202,85.49986515178797,1000000.0,0.004540333214698008
02/20/2012,85.96445529141197,86.10621311296352,87.21073094787587,85.89978073230033,1000000.0,-0.004640023133973317
02/21/2012,85.69832190338212,85.8026321394007,86.41448031604351,85.41416144078433,1000000.0,-0.0031006558975391666
02/22/2012,84.95567628095384,85.0455555988061,85.33856118329818,84.86738163375259,1000000.0,-0.008703579387722754
02/23/2012,85.07415068511096,85.25392217332634,85.28927574705592,85.01774751345876,1000000.0,0.001393572238996686
02/24/2012,85.38680227987665,85.17793197583278,85.42381794372528,84.70233448040862,1000000.0,0.0036683115977858573
02/27/2012,84.71759541653599,84.76145446126064,85.25030772855987,83.94883244656589,1000000.0,-0.00786823062656365
02/28/2012,83.60616721408275,83.54722403542627,83.77591119443287,83.48245799419985,1000000.0,-0.013206030304005719
02/29/2012,83.92788049926175,84.02361726190766,84.02646398019469,83.8710492239791,1000000.0,0.0038405767067647457
03/01/2012,84.10400297769408,84.41024302851515,84.47974395770336,83.9249379866812,1000000.0,0.0020962990985406355
03/02/2012,85.44685491091599,85.4007038070758,85.78772407652384,84.7388663734892,1000000.0,0.01584043901406385
03/05/2012,85.17178127941142,85.49752160444527,85.96960294431261,84.97103511176519,1000000.0,-0.0032244293586403757
03/06/2012,86.04500519224862,86.0568164259522,86.32288341507993,85.49780217729851,1000000.0,0.010200302226424415
03/07/2012,86.54068239937993,86.77751223377578,87.016242813315,86.42039844902197,1000000.0,0.005744144569129702
03/08/2012,86.6124539605874,86.26820825860668,87.15477076567147,86.24544499394058,1000000.0,0.0008289952677331301
03/09/2012,85.95147388524167,85.7948079468117,86.02079355238604,85.93232726376357,1000000.0,-0.007660735544963143
03/12/2012,86.25952175541863,86.24127721250083,86.53733079624887,85.67032001899523,1000000.0,0.003577567130243489
03/13/2012,86.63039034101858,86.41143953549503,86.66590395574475,86.172132592992,1000000.0,0.0042902347506202435
03/14/2012,85.96849455038641,86.11400757137974,86.72174065415567,85.9333143792515,1000000.0,-0.007669795036688233
03/15/2012,85.08402217701811,84.99153935400308,85.45019367315179,84.33181266755781,1000000.0,-0.010341622246473111
03/16/2012,85.62697352429262,85.5927551988568,85.91484684434096,85.4982443467869,1000000.0,0.00636108032578613
03/19/2012,86.12855933170721,86.08307999322739,86.20032845897447,85.92904187364381,1000000.0,0.0058407112131322
03/20/2012,86.16449679714309,85.94523339897351,86.67329380170894,86.02101239378888,1000000.0,0.0004171667363098368
03/21/2012,86.05083457870094,85.92477146516792,86.22434514226948,85.93212929326785,1000000.0,-0.0013200013499132096
03/22/2012,86.73650168613777,86.68641592520288,87.15574338700239,86.20549986565744,1000000.0,0.00793658518501426
03/23/2012,86.00065511051079,86.28529791781037,86.34296529728057,85.7570406303309,1000000.0,-0.008519892771639474
03/26/2012,85.04023219422908,85.20351731396462,85.08399278816368,84.7645023375269,1000000.0,-0.01123044934669539
03/27/2012,84.81768445434713,84.83850022956602,85.7990437513644,83.90316093669789,1000000.0,-0.002620400292392544
03/28/2012,84.95357767420637,84.9377130397049,85.66440205027408,84.79587946482454,1000000.0,0.0016008981399860446
